Topic 00		350.9596000746838
	privilege	4.63985280365566
	win32k	3.2718894839714148
	sp4	2.7765303084425197
	vulnerabilities	2.52343465122323
	2002	2.3503934329916025
	bypass	2.3281697307669322
	net	2.2892726992942913
	pack	2.2679291093913045
	malformed	2.002988654009725
	request	1.9338625230879742
	smb	1.9311623059563554
	compatibility	1.918532805411141
	html	1.819202571849823
	validation	1.794941346096934
	framework	1.7640877014438932
	deleted	1.7374321417473377
	directory	1.7091293489444803
	heap	1.672639585169403
	image	1.6317606502665625
	xml	1.6162309260082486


Topic 01		350.75358733873685
	privilege	4.738429227778822
	win32k	3.334110237097641
	sp4	2.697523290323451
	vulnerabilities	2.502744906721791
	bypass	2.358625794982743
	2002	2.30610697602199
	net	2.3009094375082415
	pack	2.2717977243629193
	malformed	2.004860142662108
	smb	1.9355807637979525
	compatibility	1.8982711465504123
	request	1.8765454254801868
	validation	1.7901130957692146
	framework	1.7639151677083773
	html	1.7587069078257567
	deleted	1.7513749215104413
	heap	1.6635929706394132
	image	1.6603866859868992
	xml	1.644315034335596
	directory	1.6275070446711404


Topic 02		350.33251705277405
	privilege	4.583580662945664
	win32k	3.2603599872579476
	sp4	2.7370198104041954
	vulnerabilities	2.5168296220514024
	bypass	2.3205271872000464
	2002	2.289903899391019
	pack	2.259282880004588
	net	2.2562417804405035
	smb	1.9775803257045363
	malformed	1.9750143362310544
	compatibility	1.9420231890937063
	request	1.9135135792868674
	validation	1.7939191261062755
	framework	1.7859882431605534
	html	1.763972458704716
	deleted	1.7332769855497823
	xml	1.6431041420761279
	image	1.6428938193868787
	directory	1.638289017247859
	heap	1.6219810837859212


Topic 03		350.457312001453
	privilege	4.594136630213314
	win32k	3.2186519882693516
	sp4	2.7257716052889203
	vulnerabilities	2.525434571741636
	bypass	2.394234074171425
	2002	2.3133670963168425
	pack	2.2225556946395457
	net	2.2125656169149086
	compatibility	1.98407939769975
	malformed	1.9839981264381188
	smb	1.9384895735656102
	request	1.8906693674660988
	html	1.8101743052763557
	framework	1.8053630115466153
	validation	1.8020718095952768
	deleted	1.711180621998386
	heap	1.6670412677259767
	directory	1.6609345472437416
	image	1.6594568239515555
	xml	1.6298375863662358


Topic 04		350.5257762874148
	privilege	4.710302355545207
	win32k	3.2481117438550235
	sp4	2.769765846968692
	vulnerabilities	2.4699287846999765
	bypass	2.3917617274042517
	2002	2.363671923413657
	net	2.270057056932722
	pack	2.20252421292758
	smb	1.9498503706684036
	compatibility	1.9471521871865352
	malformed	1.921504316429459
	request	1.919674268163696
	html	1.8303965287470199
	validation	1.7914156828464471
	framework	1.7527644371442972
	deleted	1.7456157286333607
	directory	1.6906591546694782
	image	1.6459570827574401
	heap	1.6398171444617278
	xml	1.5958920789006479


Topic 05		350.80527975048574
	privilege	4.751180995228812
	win32k	3.2253385434957567
	sp4	2.7235442239600527
	vulnerabilities	2.5119943768446613
	2002	2.3874087821467564
	bypass	2.302068345375928
	net	2.2325661079203765
	pack	2.219025898840912
	compatibility	1.9802914057286514
	malformed	1.9626903128464281
	smb	1.9599952354670198
	request	1.85579459071506
	html	1.8257787275139645
	validation	1.8135070144575325
	framework	1.7642511477305938
	deleted	1.754157700631781
	heap	1.6800904674875814
